,twitter_id,screen_name,pred_gender,pred_org,pred_age,political_orientation
45213,3041292656,JustInCaseKate,female,non-org,30-39,left
45215,351326979,miguelPh0919,male,non-org,30-39,neutral
45216,1487514031,MendesOnca,male,non-org,>=40,neutral
45218,211840562,KJSheggs,male,non-org,>=40,neutral
45221,17973265,TC_McCarthy,male,non-org,30-39,right
45223,962709499432742912,AndyBajaj53,male,non-org,>=40,left
45224,961600403077971968,BojanaJanketic,female,non-org,>=40,neutral
45226,793044632,LuanneCarey,female,non-org,>=40,right
45227,23054669,drbenjohnson,male,non-org,>=40,left
45228,51909562,MyFairLady007,female,non-org,30-39,right
45231,2205487874,peytonmph,male,non-org,>=40,right
45233,1199390381907021824,twistedfate77,male,non-org,>=40,neutral
45234,198137301,alok_kabra,male,non-org,>=40,neutral
45235,336432918,Rsenkpur,male,non-org,30-39,left
45236,419448110,mleble,male,non-org,30-39,left
45237,931388999565918209,shareinvestgrow,male,non-org,30-39,neutral
45240,66550558,jazzdrummer420,male,non-org,30-39,left
45241,1162221049464815617,fosho23247963,male,non-org,<=18,neutral
45242,3311028033,secksrobot,male,non-org,>=40,neutral
45243,2789333755,NashemanRizwan,male,non-org,30-39,left
45244,239862568,NChildersMEP,female,non-org,>=40,left
45245,46851133,leofilip95,male,non-org,19-29,left
45246,37230170,bellaella7,female,non-org,30-39,left
45247,825293307592978432,GraSocephyie529,male,non-org,>=40,right
45248,827723976,LovesIsland,male,non-org,>=40,left
45250,1205020752925216768,Parthdrummer7,male,non-org,>=40,neutral
45251,1244644674175934469,OsakaBenLeo,male,non-org,>=40,right
45253,188603834,DavidCarrigg,male,non-org,>=40,left
45254,62011113,PS3Nor,male,non-org,30-39,neutral
45255,450192668,mbelshazly,male,non-org,30-39,left
45256,2919400172,RobBar88,male,non-org,30-39,left
45257,2476375172,DrSudhirSingh2,male,non-org,>=40,left
45258,2703042673,texbrodave1,male,non-org,>=40,left
45260,250814790,BozenaSz,female,non-org,30-39,neutral
45261,1230829098743685122,RohitKu56762491,male,non-org,19-29,neutral
45262,2737,jotbe,male,non-org,>=40,neutral
45265,1222188404080660481,stotrya,male,non-org,30-39,neutral
45266,1234256104239927296,elena_prior,female,non-org,<=18,neutral
45267,4872622517,GionRuera,male,non-org,<=18,left
45268,308453685,OlgaTellis,male,non-org,>=40,neutral
45269,37638599,wrafiq,male,non-org,30-39,neutral
45270,319093602,N22koBhengu,male,non-org,>=40,left
45271,567874662,PhotoBinh,male,non-org,>=40,neutral
45272,1195070580078153729,AmyHansonPharmD,female,non-org,19-29,left
45273,1266447698527285248,ipsofac73722605,male,non-org,<=18,left
45274,66137716,chiruchat,male,non-org,30-39,left
45275,718429662620356609,jackwexford,male,non-org,>=40,left
45277,449217845,ninanotman,female,non-org,>=40,neutral
45280,1018215940666863619,LiottThan,female,non-org,19-29,neutral
45282,163874125,messi0103,male,non-org,30-39,neutral
45283,149479608,Sana_Jamal,male,non-org,<=18,neutral
45284,18469669,saifedean,male,non-org,>=40,right
45285,1103940947757285376,w1sp0dcast,female,non-org,>=40,neutral
45288,472698268,RayRayMaynus,male,non-org,30-39,left
45289,1195526082671321088,Resil3ncia,male,non-org,<=18,right
45290,782010703725023232,HelenOrnellas,female,non-org,>=40,neutral
45291,3242877525,InfernalZoltan,male,non-org,<=18,neutral
45292,2378971423,kanil1803,male,non-org,>=40,neutral
45296,3367252762,DrCurtisFreeman,male,non-org,>=40,left
45297,375253773,Snowolf12,male,non-org,<=18,left
45298,211948211,tomphillipsin,male,non-org,>=40,left
45302,1169989954371543041,MayBerr14391505,male,non-org,<=18,right
45303,157539171,dharam_loonaa,male,non-org,>=40,left
45305,812374596,_marzzz19,male,non-org,<=18,left
45306,30524827,astroterf,male,non-org,>=40,neutral
45308,21485279,Marietwit,female,non-org,>=40,left
45309,1268263555943538688,RNewsWorldEngl1,male,non-org,<=18,neutral
45310,583328844,Dhwani955,male,non-org,<=18,neutral
45313,552764207,daddingly,male,non-org,>=40,left
45314,255647589,surabhirohilla,male,non-org,19-29,neutral
45316,17159134,abc27,male,non-org,>=40,right
45317,230097932,harjawa,male,non-org,19-29,left
45319,1316862031,pidybi,male,non-org,30-39,left
45320,516831136,willrworley,male,non-org,30-39,left
45321,3379234612,AyoMojoyin,male,non-org,30-39,neutral
45322,193413288,randyslovacek,male,non-org,>=40,left
45323,94734116,pradeep642,male,non-org,19-29,left
45324,1123155850317762560,AdlerOisin,male,non-org,30-39,left
45325,481950244,Beldame,male,non-org,>=40,left
45328,1000075932978343936,HaanXander,male,non-org,>=40,neutral
45329,1230720040099430406,SuzanneWoolever,female,non-org,19-29,left
45331,1254667659850940416,RlogicalT,male,non-org,<=18,neutral
45332,3360888689,GWPhotography3,male,non-org,>=40,neutral
45336,3007518590,SKSPharmD,female,non-org,19-29,neutral
45338,45435723,Nissemus,male,non-org,>=40,left
45339,15424629,NoFool,male,non-org,>=40,right
45340,989485792560058368,gotta_bsaid,male,non-org,19-29,neutral
45341,135289532,WSar13,male,non-org,>=40,right
45342,28478153,tanjoolee,male,non-org,<=18,neutral
45343,20158276,bajinder,male,non-org,>=40,neutral
45344,302346454,Riela2,male,non-org,>=40,left
45345,109890089,SWillimann,male,non-org,>=40,left
45346,293241580,LaurieAdkin,female,non-org,>=40,left
45347,574029958,Smp1cookSherrie,female,non-org,30-39,left
45349,27619987,Cinnamongirl309,female,non-org,30-39,left
45350,710166102051913730,Animesh83222241,male,non-org,>=40,left
45351,3238105248,Maroof_I_Am,male,non-org,30-39,neutral
45352,1054055838489370625,newmaillive,male,non-org,30-39,neutral
45353,918732168008028160,bjornlarssen,male,non-org,>=40,neutral
45354,392897999,fumbelsmcstupid,male,non-org,30-39,right
45355,308526080,Cormac_Sheridan,male,non-org,>=40,left
45356,966888805,guthrie_stewart,male,non-org,>=40,neutral
45358,2513627167,ArjunVishalRai,male,non-org,>=40,neutral
45359,19254575,popeguilty,male,non-org,<=18,left
45360,16225050,StratGleeson,male,non-org,30-39,left
45361,1913054058,libphil_,male,non-org,30-39,left
45363,1115047785471053824,roby_bhatt,male,non-org,30-39,neutral
45365,2710796718,BhadeliaMD,female,non-org,>=40,left
45366,1004026156192940032,AssamShining,male,non-org,19-29,neutral
45368,2582089346,BiomeSankar,male,non-org,>=40,neutral
45369,897429360738799617,TahirMughalPml1,male,non-org,>=40,neutral
45370,1235748710090518528,DanskinTyla,female,non-org,19-29,neutral
45371,555747010,intouchfornow,female,non-org,19-29,left
45372,102985643,karthik2k2,male,non-org,>=40,left
45374,4186986438,_anishaj,female,non-org,19-29,left
45375,327376740,darklyadapted,female,non-org,<=18,neutral
45376,1137772590,CecilyToronto,female,non-org,30-39,left
45379,81819196,bwells80,male,non-org,30-39,left
45380,69135871,fawad47,male,non-org,>=40,neutral
45381,716465780,OnFire136,male,non-org,<=18,neutral
45382,501966601,Valkyrry,female,non-org,30-39,left
45383,3115924437,socksknitter,female,non-org,>=40,left
45385,485895250,N4ttybyn4ture,female,non-org,30-39,left
45386,1257636844893847552,EdwinAlford2,male,non-org,>=40,right
45387,76336935,GaneshPuttu,male,non-org,>=40,neutral
45388,2695286881,Shafeea_Z,female,non-org,19-29,left
45392,1266196608011710465,OlgaG58726484,female,non-org,>=40,right
45393,390071774,lihua_lau,female,non-org,<=18,right
45394,321431326,Rodrigo_G_I,male,non-org,<=18,left
45396,124382601,knowabhilash,male,non-org,>=40,left
45397,121158213,AlertTrade,male,non-org,>=40,neutral
45398,1064659902071808000,GovKemp,male,non-org,>=40,right
45399,77520998,dawalelo,male,non-org,>=40,left
45400,2364899598,AwajiokanOwen,male,non-org,>=40,left
45402,1131823642751356929,Prateek61336485,male,non-org,30-39,left
45404,21067794,realwesleywess,male,non-org,19-29,left
45405,1255608631,sidthekid1965,male,non-org,>=40,left
45406,19773492,nickdawg,male,non-org,19-29,neutral
45408,1021266145,LennonLucasMT,male,non-org,>=40,left
45409,1075429704117772288,BrandiMHunsbrgr,female,non-org,30-39,left
45410,30576126,avinashkumar88,male,non-org,30-39,left
45411,3043904912,LeftyResists,female,non-org,30-39,left
45414,32903277,docrozcallahn,male,non-org,>=40,left
45415,285494443,wimvankuijk,male,non-org,>=40,left
45416,1431132470,KatzChobert,female,non-org,>=40,left
45417,166407857,deveraim,male,non-org,>=40,left
45419,118488550,AKCuisine,female,non-org,>=40,neutral
45421,83223457,theTGB1,male,non-org,30-39,left
45424,278002337,diba2507,female,non-org,>=40,left
45425,1245372520804556804,omarehamad7,male,non-org,>=40,left
45426,4104516147,NysaTranslation,female,non-org,>=40,neutral
45427,1184024209,WatsonWork1,male,non-org,>=40,left
45428,131224876,CholettR,male,non-org,>=40,neutral
45429,1430674351,OrganizerCmw,male,non-org,>=40,left
45430,3221786384,MarkJam92731126,male,non-org,>=40,left
45431,132865155,akri2000,male,non-org,>=40,neutral
45432,749511140040998912,LyncasterArt,female,non-org,30-39,left
45436,241902765,stevenamcqueen,male,non-org,>=40,right
45439,305278274,HarrySuhartono,male,non-org,>=40,left
45440,865779751033724928,rajibmajumdar_k,male,non-org,>=40,left
45442,1125377426,drabiddesai,male,non-org,>=40,left
45443,82639973,advogadotonha,male,non-org,>=40,neutral
45444,822058405011607552,schipbreuk,female,non-org,>=40,left
45446,984380724852637696,Uditgupta_ug,male,non-org,<=18,neutral
45447,2254053986,MemarpouriM,female,non-org,>=40,left
45449,1003742869071454214,DrRohitVarma,male,non-org,>=40,left
45450,289399945,RatnaDeepLohani,male,non-org,<=18,left
45451,1079353286,JennRollTide,female,non-org,30-39,neutral
45452,71272894,glenbarnham,male,non-org,>=40,left
45453,901446073608134658,SocioSKP,male,non-org,>=40,left
45454,863338927389892609,IAmJessPlant,female,non-org,30-39,neutral
45455,980570957659156480,SteveSchick7,male,non-org,>=40,left
45456,17019398,subtletea,male,non-org,30-39,left
45459,371434303,Tayloredword,male,non-org,30-39,left
45460,76660203,Pirate_Kitty79,female,non-org,30-39,left
45461,20657798,faizaskari,male,non-org,>=40,neutral
45462,871014848,YvetteBWilliams,female,non-org,30-39,left
45463,191993153,ldrntexas,male,non-org,>=40,left
45464,370368308,ReyadPacha,male,non-org,30-39,neutral
45467,846062757447450628,whattheslark,male,non-org,>=40,left
45468,23390846,JennC1983,female,non-org,30-39,left
45469,1272696821320728576,gatiesapepin,male,non-org,>=40,left
45470,4057480033,m_virendra88,male,non-org,30-39,neutral
45472,1017290756,halimozberrak,male,non-org,30-39,neutral
45473,1891274286,JoyceHermit,female,non-org,<=18,neutral
45475,548733928,meryemvani,female,non-org,>=40,left
45476,161121424,FullStriedAhead,male,non-org,>=40,left
45477,1162737629567291392,Abdul22Azim,male,non-org,30-39,neutral
45480,1706011321,soulsearcher786,male,non-org,<=18,left
45481,372437300,good_orbad,male,non-org,30-39,left
45483,20900737,andrewhahalee,male,non-org,19-29,neutral
45484,2467007706,PatriotNP,male,non-org,>=40,right
45488,4631190556,newsoforissa,male,non-org,>=40,neutral
45489,755540520118648834,Jmylessmiles,male,non-org,30-39,left
45490,22272206,celticlas,male,non-org,30-39,left
45492,896459350155427840,LaduLadu_,male,non-org,19-29,neutral
45493,736015926101954561,dunnclin2009,male,non-org,>=40,left
45494,525813230,epstein_dan,male,non-org,>=40,right
45495,771422912,Rogerbulloc,male,non-org,>=40,left
45497,4899651,r_wolfcastle,male,non-org,<=18,left
45498,272256076,Pankajmb4u,male,non-org,30-39,neutral
45499,2480516167,PaulNVandeWater,male,non-org,>=40,left
45500,1123009925263675398,TrudeauDrunk,male,non-org,>=40,right
45501,907693433070002177,munibafzalbutt,male,non-org,<=18,neutral
45502,364574927,tapinbirdie16,male,non-org,<=18,neutral
45504,26791280,bellkare,female,non-org,30-39,left
45507,33494196,Pharmaciststeve,male,non-org,>=40,neutral
45508,16158621,ejkalafarski,male,non-org,>=40,left
45509,770325304770457600,TestDovi,male,non-org,>=40,neutral
45510,486895566,pankajkarn3,male,non-org,30-39,left
45511,765078795086946305,Sarvesh280989,male,non-org,>=40,neutral
45512,133125503,mikol99,male,non-org,>=40,left
45513,804213330697129984,ThadhaniVashdev,male,non-org,>=40,neutral
45514,788363167,NAChristakis,male,non-org,>=40,right
45516,1239396754837078017,Dasein_LS,female,non-org,30-39,left
45517,120208642,Syedhu,male,non-org,30-39,neutral
45518,1179800830570094592,DoctorOnTwitch,male,non-org,>=40,neutral
45519,1368144589,DarnelBlain,male,non-org,<=18,neutral
45520,124831842,karimgzz,male,non-org,30-39,left
45521,825912546867683328,BRog67911950,male,non-org,>=40,left
45524,885617954284593153,DrUdomoh,male,non-org,>=40,left
45525,1193723230512545794,ByronHsu2,male,non-org,>=40,left
45527,23488985,Pepita9000,female,non-org,30-39,left
45528,562088671,audreytrp,female,non-org,19-29,left
45529,14868904,vahva,female,non-org,>=40,left
45530,4265227335,PmooreRealtor,male,non-org,>=40,left
45533,872778614189588481,tarun4bjp,male,non-org,>=40,neutral
45534,1191217300461850626,ToxicAir4,male,non-org,<=18,neutral
45536,1262572134271983620,alexmic74,female,non-org,>=40,left
45537,875755953295151105,RajguruGuru1,male,non-org,30-39,neutral
45538,1127055940820393985,grenningway,male,non-org,<=18,neutral
45539,249547283,_michaelbrooks,male,non-org,>=40,neutral
45540,13440002,sandipb,male,non-org,30-39,left
45542,77051397,drpablocorral,male,non-org,>=40,neutral
45543,19840816,TheJenAmos,female,non-org,30-39,neutral
45546,4705270013,dev_guy,male,non-org,>=40,left
45547,938216623315419136,rickellis306,male,non-org,30-39,right
45548,190766574,FahdAteeq,male,non-org,19-29,neutral
45549,3069264981,aLaCartArtParty,female,non-org,30-39,right
45550,131452372,furqantsiddiqui,male,non-org,>=40,left
45554,99683842,TheMikeBartley,male,non-org,30-39,left
45555,488952623,AnellinaV,female,non-org,>=40,left
45556,389810892,MiriamBehira,female,non-org,19-29,left
45557,276514064,MexicanXpulsion,male,non-org,>=40,right
45559,343109379,HectorECastroJ,male,non-org,>=40,left
45560,1938975408,C_Note_KY,male,non-org,>=40,neutral
45561,264614699,DaChangeling,male,non-org,<=18,left
45562,611761284,Yashogopal,male,non-org,<=18,neutral
45563,158295756,JITENDRA1443,male,non-org,19-29,neutral
45567,61698795,Eduarpack,male,non-org,<=18,right
45568,1338404786,siddhanathkale,male,non-org,30-39,neutral
45571,1239354699452764161,ToroBlanco10,male,non-org,>=40,neutral
45573,332185138,DystopiaWatch,female,non-org,<=18,left
45574,1170784150468476929,RobertW81555222,male,non-org,>=40,left
45576,715989047718625284,Shuk_bi,male,non-org,30-39,left
45577,1208321980027547649,CaseStudyQB,male,non-org,>=40,left
45580,76069687,kochattil,male,non-org,>=40,neutral
45582,286663922,ajayjpillai,male,non-org,>=40,neutral
45584,381106904,Petros_Tassis,male,non-org,>=40,left
45587,352918306,apedrofonseca,male,non-org,>=40,right
45588,565917867,m_labrat,male,non-org,19-29,left
45589,1665577854,_crayhack,male,non-org,<=18,left
45591,173694656,KevinMLevy,male,non-org,>=40,left
45592,142668389,faringdon2010,female,non-org,>=40,right
45593,4496252499,PersimmonTI,male,non-org,>=40,left
45594,798841497177059329,dr_supradip,male,non-org,>=40,neutral
45596,1167547766828126209,PeeksSneaky,male,non-org,19-29,neutral
45597,1257335027269951488,Pallavikarnik22,male,non-org,<=18,neutral
45598,733244909197615104,rajeshspn,male,non-org,<=18,neutral
45599,24432506,QCGreg,male,non-org,30-39,left
45600,24258374,n_yang,female,non-org,19-29,left
45601,2669140782,VIDASO10014,female,non-org,30-39,left
45602,924242988,Dragon8Blade,male,non-org,<=18,neutral
45603,769338060718956544,CISOmd,male,non-org,>=40,right
45604,2353071330,gullssinceaboy,male,non-org,>=40,left
45606,74970146,bgitrama,male,non-org,>=40,neutral
45609,326306496,toddjohnston1,male,non-org,>=40,right
45610,759999948,CakBakti,male,non-org,19-29,neutral
45611,618541962,mikeyzullo1,male,non-org,<=18,left
45612,3243838786,DavideCDM,male,non-org,>=40,neutral
45613,27652486,erlendy,male,non-org,>=40,left
45614,2490623983,joeycorvid,female,non-org,>=40,left
45615,1239400556017463296,Daniell98817452,female,non-org,>=40,neutral
45616,5510112,SpaceWeasel,male,non-org,>=40,right
45617,839507168764248064,marielynn502,female,non-org,<=18,left
45618,89842963,Stefild,female,non-org,>=40,right
45621,1270071786026094593,Publius09187111,male,non-org,>=40,right
45622,17629810,theaarynb,female,non-org,30-39,left
45625,113851737,Francesca_Carlt,female,non-org,>=40,left
45626,1239596515800342534,GeMagnus,male,non-org,>=40,neutral
45627,96287157,nxmjn94,male,non-org,19-29,neutral
45628,1266256354076880896,meKembuta,male,non-org,>=40,neutral
45629,17999966,reFocusZone,male,non-org,>=40,right
45631,34135329,jcdaley,male,non-org,<=18,right
45632,2497582884,DontSolveForX,male,non-org,19-29,neutral
45633,76030793,Imadancer821,female,non-org,>=40,right
45634,354839986,tebogokhaas,male,non-org,<=18,left
45635,2389901779,runbullrun,male,non-org,>=40,left
45636,1301720965,adrientaneguy2,male,non-org,30-39,neutral
45637,1182966031670632450,KamariaKusmawa1,female,non-org,<=18,left
45638,1132506616790638592,Marcia60683959,female,non-org,>=40,right
45639,14818246,itstedf,male,non-org,30-39,left
45640,1256647735614279680,1angel76465707,male,non-org,>=40,right
45642,243566964,Tom_Madico,male,non-org,>=40,left
45644,597434217,manthenalalu,male,non-org,30-39,neutral
45646,511820224,docroosy,male,non-org,>=40,left
45647,20002777,Quicklitning,male,non-org,>=40,neutral
45648,774642481,BobNew8,male,non-org,>=40,left
45649,44880642,RudyKnaflic,male,non-org,>=40,right
45651,559436667,bluskyejules,male,non-org,30-39,neutral
45652,755412934457696256,seorno1,male,non-org,>=40,neutral
45653,1208574572464873477,IndianDarkKnig1,male,non-org,>=40,neutral
45654,1272663342352482305,wisbey_barbara,female,non-org,>=40,right
45655,1715434532,cestleiden,male,non-org,<=18,neutral
45656,867925695607046144,kathenasorg,male,non-org,>=40,neutral
45658,901123727664046081,southernmike1,male,non-org,>=40,right
45661,617356652,JoanieReb,female,non-org,>=40,left
